"","Operator","Type","NumberOfCrashes"
"3819","Solomon Islands Airlines","Britten Norman BN-2A Trislander",1
"3820","Solomon Islands Airlines","de Havilland Canada DHC-6 Twin Otter 300",1
"3821","Somali Airlines","Fokker F-27 Friendship 600RF",2
"3822","Somali Airlines","Vickers 785D Viscount",1
"3823","SoniBlue Airways","Cessna 208B Grand Caravan",1
"3824","Sosoliso Airlines","McDonnell DC-9-32",1
"3825","Soundsair","Cessna 208 Caravan I",1
"3826","South African Airways","Boeing B-707-344C",1
"3827","South African Airways","Boeing B-747-244B",1
"3828","South African Airways","Douglas DC-3",2
"3829","South African Airways","Lockheed 18 Lodestar",1
"3830","South African Airways","Vickers Viscount 818",1
"3831","South Central Airlines","Beech D18S",1
"3832","South PacifiIsland Airways","Cessna 402B",1
"3833","South PacifiIsland Airways","de Havilland Canada DHC-6 Twin Otter 300",1
"3834","Southcentral Air","de Havilland Canada DHC-4A Caribou",1
"3835","Southcentral Air","Piper PA-31-350 Navajo",1
"3836","Southeast Airlines","Douglas DC-3",1
"3837","Southeast Sky - Air Taxi","de Havilland DHC-2",1
"3838","Southeast Skyways - Air Taxi","Cessna 207",1
"3839","Southern Air Transport","Lockheed L-100-30 Hercules",1
"3840","Southern Airways","McDonnell Douglas DC-9-31",2
"3841","Southern Cross Airways","Curtiss C-46A",1
"3842","Southern Express","Embraer EMB-110 Bandeirante",1
"3843","Southern Jersey Air - Air Taxi","Beechcraft D55",1
"3844","Southern Sudan Air Connection","Beechcraft 1900C",1
"3845","Southwest Air","Britten-Norman  BN-2A-20 Trislander",1
"3846","Southwest Air","Britten Norman BN-2A Trislander",1
"3847","Southwest Airlift","Howard 250",1
"3848","Southwest Airlines","Boeing B-737-3T5",1
"3849","Southwest Airlines","Boeing B-737-7H4",1
"3850","Southwest Airways","Douglas DC-3",1
"3851","Southwest Aviation - Air Taxi","Cessna U206",1
"3852","Southwest Medivac","Beechcraft King Air E-90",1
"3853","Sowind Air","Embraer 110P1 Bandeirante",1
"3854","Spair Air Transport","Ilyushin IL-76T",1
"3855","Spanair","McDonnell Douglas MD-82",1
"3856","Spanish Air Force","Lockheed C-130",1
"3857","Spantax","Convair CV-990-30A-5",1
"3858","Spantax","Convair CV-990-30A-5 Coronado",1
"3859","Spantax","Douglas C-47B",1
"3860","Spantax","Douglas DC-3",1
"3861","Spantax","Learjet 35A",1
"3862","Spantax","McDonnell Douglas DC-10-30CF",1
"3863","Spartan Air Services","Douglas C-47-DL",1
"3864","Speed Service Couriers","DC-3-65TP",1
"3865","Spencer Airways / Ceskoslovenske Aerolinie","Douglas C-47 / Douglas DC-3",1
"3866","Spernak Airway - Air Taxi","Cessna 207A",1
"3867","Spernak Airways - Air Taxi","Cessna 207A",1
"3868","STAAP","Consolidated  32 Liberator II",1
"3869","Staer Air","Antonov AN-26B",1
"3870","Standard Airlines","Curtiss C-46E-1-CS",1
"3871","STAP","Swearingen SA-226T Metro II",1
"3872","Star Aviation","Mitsubishi MU-2B",1
"3873","Starair","Fokker F-27 Friendship 600",1
"3874","Starways","Douglas C-47B",1
"3875","STASA","Douglas C-47B-DK",1
"3876","State Airlines","Cessna 402B",1
"3877","Stavropol Airlines","Antonov AN-24RV",1
"3878","Sterling Airways","Aerospatiale Caravelle 10B3",1
"3879","Sterling Airways","Aerospatiale Caravelle Super 10B",1
"3880","Sterling Airways","Aerospatiale Corvette",1
"3881","Stikine Air Service - Air Taxi","Cessna 185",1
"3882","Strait Air","Britten-Norman BN-2A-27 Islander",1
"3883","Straits Air Freight Express","Bristol 170 Freighter 31",1
"3884","Straley Flying Service - Air Taxi","Piper PA-34",1
"3885","Strato Freight","Curtiss C-46D-5-CU",1
"3886","Stratofreight","Douglas DC-3",1
"3887","Streamline","Shorts 330-200",1
"3888","Suburban Airlines - Air Taxi","Cessna 402",1
"3889","Sudan Airways","Airbus A-310-324",1
"3890","Sudan Airways","Boeing 737-2J8C",1
"3891","Sudan Airways","de Havilland Canada DHC-6 Twin Otter 100",1
"3892","Sudan Airways","Fokker F-27 Friendship 200",1
"3893","Sudan Airways","Fokker F-27 Friendship 400M",1
"3894","Sudania Air Cargo","Boeing B-707-320F",1
"3895","SUDENE","Embraer 110P1 Bandeirante",1
"3896","Summit Air Charters","Shorts SC.7 Skyvan 3-100",1
"3897","Sun Valley Airways - Air Taxi","Beechcraft 65-B80",1
"3898","Sun West Airline - Air Taxi","Piper PA-31",1
"3899","Sunbeam Air Transport Co.","Ford 4-AT-B Tri Motor",1
"3900","Sundance Helicopters","Aerospatiale AS350BA",1
"3901","Sunflower Airlines","de Havilland DH-114 Heron 2B",1
"3902","SunQuest Executive Air Charter","Cessna Citation 525",1
"3903","Superior Airways","Douglas C-47B-15-DK",1
"3904","Superior Aviation","Swearingen SA.226TC Metro II",1
"3905","Surinam Airways","McDonnell Douglas DC-8 Super 62",1
"3906","Survair","Douglas DC-3",1
"3907","Svedijos Prekés","Antonov 2TP",1
"3908","Svenska Aero","Avro Ninteen I",1
"3909","SW Air Rangers - Air Taxi","Piper PA-32RT-300",1
"3910","Swedish Air Force","Douglas DC-3",1
"3911","Swifair","Swearingen SA.227AC Metro III",1
"3912","Swift Aire Lines Inc.","Aerospatiale Nord 262A-33",1
"3913","Swissair","Convair CV-240-4",1
"3914","Swissair","Convair CV-440",1
"3915","Swissair","Convair CV-990-30A-6",1
"3916","Swissair","Curtiss AT-32C Condor",1
"3917","Swissair","Douglas C-47B",1
"3918","Swissair","Douglas DC-2-115B",1
"3919","Swissair","General Aviation GA-43",1
"3920","Swissair","Junkers JU86 Z-2",1
"3921","Swissair","McDonnell Douglas DC-8-62",1
"3922","Swissair","McDonnell Douglas MD-11",1
"3923","Swissair","Sud-Aviation Caravelle III",1
"3924","Syktyvkar Avia","Antonov AN-28",1
"3925","Syndicato Condor","Dornier Wal",2
"3926","Syndicato Condor","Junkers G-24",1
"3927","Syndicato Condor","Junkers JU-52/3m",2
"3928","Syrian Airways","Douglas DC-3",2
"3929","Syrian Arab Airlines","Douglas DC-3",1
"3930","T & G Aviation","Douglas DC-7CF",1
"3931","T.A. Intercontinentaux","Douglas C-54A",1
"3932","T.A. Intercontinentaux (France)","Douglas DC-7C",1
"3933","TAA","Vickers 720 Viscount",1
"3934","TAAG Angola Airlines","Antonov AN-26",1
"3935","TAAG Angola Airlines","Boeing 737-2M2",1
"3936","TAAG Angola Airlines","Boeing B-737-200",1
"3937","TAAG Angola Airlines","Fokker F-27 Friendship 600",1
"3938","TAAG Angola Airlines","Lockheed L-100-20 Hercules",1
"3939","TABA","Embraer 110P Bandeirante",2
"3940","TABA","Fairchild-Hiller FH-227B-LCD",1
"3941","TABA","Fairchild FH-227B",1
"3942","TABSO","Lisunov Li-2",1
"3943","TAC Colombia","Fairchild F-27",1
"3944","TACA","",1
"3945","TACA","Boeing B-737-3T0",1
"3946","TACA","Douglas C-118A",1
"3947","TACA","Douglas C-47A",1
"3948","TACA","Douglas DC-3",1
"3949","TACA","Ford 5-AT-B Tri-Motor",1
"3950","TACA","Ford Tri-Motor",1
"3951","TACA","Let 410UVP-E",1
"3952","TACA","Lockheed 18 Lodestar",1
"3953","TACA","Vickers Viscount 763",1
"3954","TACA International Airlines","Airbus A-320-233",1
"3955","TACSA","Cessna 208B Caravan",1
"3956","TACV-Cabo Verde Airlines","Dornier 228-201",1
"3957","Tadair","Swearingen SA.227AC Metro III",1
"3958","TAESA","Learjet 25D",1
"3959","TAESA","McDonnell Douglas DC-9-31",1
"3960","TAG Airlines","De Havilland Dove",1
"3961","Taiwan Airlines","Britten-Norman BN-2A-26 Trislander",2
"3962","Taiwan Airlines","Britten-Norman BN-2A-8 Islander",1
"3963","Taiwan Airlines","Britten Norman BN-2A-26 Trislander",1
"3964","Taiwan Aviation","Douglas DC-3",1
"3965","Tajikistan Airlines","Antonov AN-26",1
"3966","Tajikistan Airlines","Tupolev TU-154",1
"3967","Tajikistan Airlines","Yakovlev YAK-40",1
"3968","Talair","Britten-Norman BN-2A-2 Islander",1
"3969","Talair","Britten-Norman BN-2A-20 Islander",1
"3970","Talair","Britten Norman BN-2A-20 Trislander",1
"3971","Talair","Cessna 402",1
"3972","Talair","de Havilland Canada DHC-6 Twin Otter 300",1
"3973","Talair","Embraer 110P1 Bandeirante",1
"3974","Talair","Embraer 110P2 Bandeirante",1
"3975","Talia Airways","Boeing B-727-2H9A",1
"3976","TAM (Bolivia)","Convair CV-440",1
"3977","TAM (Bolivia)","Convair CV-440-12",1
"3978","TAM (Bolivia)","Douglas C-47",1
"3979","TAM (Bolivia)","Douglas C-47A",1
"3980","TAM (Bolivia)","Douglas C-54",1
"3981","TAM (Bolivia)","Douglas DC-3",2
"3982","TAM (Bolivia)","IAI Arava 201",1
"3983","TAM (Brazil)","Airbus A-320-233",1
"3984","TAM (Brazil)","Douglas DC-3",1
"3985","TAM (Brazil)","Fokker 100",3
"3986","TAM (Brazil)","Fokker 27 Friendship 200",1
"3987","TAM (Peru)","Douglas C-47",1
"3988","TAM Lineas Aéreas Regional","Embraer 110C Bandeirante",3
"3989","TAM Paraguay","Douglas C-47D",1
"3990","Tamair","Swearingen SA.227AC Metro III",1
"3991","TAME","Boeing B-727-134",1
"3992","TAME","Boeing B-737-2V2",1
"3993","TAME","Curtiss C-46",1
"3994","TAME","de Havilland Canada DHC-6 Twin Otter 300",3
"3995","TAME","Hawker Siddeley HS-748-246",1
"3996","TAME Ecuador","Lockheed L-188A Electra",1
"3997","Tampa Air Center - Air Taxi","Beechcraft E18S",1
"3998","TAMPA Colombia","Boeing 707-373C",1
"3999","TAN","Boeing B-727-224",1
"4000","TAN","Douglas DC-6A",1
"4001","TAN Honduras","Lockheed L-188CF Electra",1
"4002","TanaMana Aviation","Britten-Norman BN-2A-3 Islander",1
"4003","Tanana Air Taxi","Cessna 180H",1
"4004","TANS Airlines","Fokker 28 Fellowship 1000",1
"4005","TANS Peru","Boeing B-737-244",1
"4006","Tanzania Aviation","Piper PA-42 Cheyenne",1
"4007","TAO","Douglas C-47B",1
"4008","TAO","Transportes Aéreos Orientales",1
"4009","Taos Airways - Air Taxi","Beechcraft J-35",1
"4010","TAP (Air Portugal)","Boeing B-727-282",1
"4011","Taquan Air Service","de Havilland DHC-2 MK.1 Beaver",1
"4012","TAR","Canadair CL-44D4-6",1
"4013","Tar Heel Aviation","Cessna 208B Grand Caravan",1
"4014","Tarom","Antonov An-24RV",2
"4015","Tarom","Antonov AN-24RV",1
"4016","Tarom","Antonov AN-24V",1
"4017","Tarom","BAC One-Eleven  424EU",1
"4018","Tarom","Ilyushin II-14P",1
"4019","Tarom","Ilyushin IL-14",2
"4020","Tarom","Ilyushin IL-18V",1
"4021","Tarom","Tupolev 154B",1
"4022","Tarom","Tupolev TU-154B-1",1
"4023","Tarom","VEB 14P",1
"4024","TARS","Lisunov Li-2",1
"4025","Tartarstan Airlines","Antonov AN-24",1
"4026","Tashkent Aircraft Production Corporation","Ilyushin 114T",1
"4027","TASSA","Douglas DC-3",1
"4028","Tassili Airlines","Beechcraft 1900D",1
"4029","TAUSA","Cessna 402C Utililiner",1
"4030","Taxader Airlines","Douglas C-47",1
"4031","Taxader Airlines","Douglas DC-3",1
"4032","Taxair","Cessna 425 Conquest",1
"4033","Taxi Aéreo Cesar Aguiar","Britten-Norman BN-2A-7 Islander",1
"4034","Taxi Aéreo del Guaviare","Cessna 404 Titan",1
"4035","Taxi Aéreo el Venado","Douglas DC-3",1
"4036","Taxi Aéreo Kovacs","Cessna 402",1
"4037","Taxi Aereo de Santander","Douglas DC-3",1
"4038","Taxi Aereo el Venado","Douglas C-47A",1
"4039","Taxi Aereo el Venado","Douglas C-47DL",1
"4040","Taxi Aereo el Venado","Douglas C-54A",1
"4041","Taxi Aereo el Venado","Douglas DC-3-3A",1
"4042","Taxi Aereo el Venado","Embraer 110P1 Bandeirante",1
"4043","Taxi Aereo El Venado","Douglas DC-4",1
"4044","Taxval","Cessna 208 Caravan",1
"4045","Team Air","Let L410UVP-E20",1
"4046","Tech - Aeronautical Explotiation","Douglas DC-3",1
"4047","Telford Aviation","Cessna 208B Caravan I",1
"4048","Telford Aviation","Piper PA-31-350 Navajo Chieftain",1
"4049","Temesco Helicopter - Air Taxi","Soloy 12EJ3",1
"4050","Temsco Airlines","Britten-Norman BN-2A-6 Islander",1
"4051","Temsco Helicopter - Air Taxi","Hughes 369HS",1
"4052","Tepper Aviation","Lockheed L-100-20 Hercules",1
"4053","Terry Air Inc.","Cessna 402C",1
"4054","Texas International Airlines","Convair 600",1
"4055","Thai Airways","Airbus A-310-204",1
"4056","Thai Airways","Airbus A310-304",1
"4057","Thai Airways","Boeing B-737-200",1
"4058","Thai Airways","Boeing B-737-2P5",1
"4059","Thai Airways","Boeing B-737-4D7",1
"4060","Thai Airways","Douglas DC-3",1
"4061","Thai Airways","Hawker Siddeley HS-748-2",1
"4062","Thai International","Sud Aviation SE-210 Caravelle III",1
"4063","Theif River Aviation - Air Taxi","Piper PA-28",1
"4064","Tierra del Fuego Province","Gates Learjet 35A",1
"4065","Tigres Voladores","Curtiss C-46",1
"4066","Tigres Voladores","Curtiss C-46F-1-CU",1
"4067","Tiramavia","Antonov 12BP",1
"4068","Titan Airways","Embraer 110P1 Bandeirante",1
"4069","TMK Air Commuter","de Havilland Canada DHC-6 Twin Otter 300",1
"4070","Toa DomestiAirline (Japan)","NAMC YS-11A-227",1
"4071","Tomahawk Airways","Cessna 402",1
"4072","Top Air - Air Taxi","Beechcraft King Air C90",1
"4073","Total","Beech Super King Air 200",1
"4074","Total  Air Lines","ATR 42-300",1
"4075","Touraine Air Transport","Beechcraft 99",1
"4076","TPI International Airways","Lockheed L-188AF Electra",1
"4077","Tracep","Antonov AN-28",1
"4078","Trade Wings Aviation Ltd.","Beechcraft 1900D",1
"4079","Trafik-Turist-Transportflyg","Bristol 170 Freighter XI",1
"4080","Trans-Canada Air Lines","Avro 683 Lancaster",1
"4081","Trans-Luxury Airlines","Douglas DC-3 (C-47-A5-DL)",1
"4082","Trans Air Services","Douglas DC-3 (C-47A-70-DL)",1
"4083","Trans Alaska Helicopter - Air Taxi","Sikorsky S-55B",1
"4084","Trans Australia Airlines","",1
"4085","Trans Australia Airlines","de Havilland Canada DHC-6 Twin Otter 100",1
"4086","Trans Australia Airlines","Fokker F-27 Friendship 100",1
"4087","Trans Canada Air Lines","Canadair DC-4M-2 Northstar",1
"4088","Trans Canada Air Lines","Lockheed 14-H2 Super Electra",1
"4089","Trans Canada Air Lines","Lockheed 14 Electra",1
"4090","Trans Canada Air Lines","Lockheed 18 Loadstar",1
"4091","Trans Canada Air Lines","McDonnell Douglas DC-8F-54F",1
"4092","Trans Canada Air Lines","Vickers 757 Viscount",1
"4093","Trans Canada Air Lines","Vickers Viscount",1
"4094","Trans Canada Air Lines / RCAF","Canadair C-4-1Argonaut / Harvard Mark II",1
"4095","Trans Caribbean Airways","Boeing B-727-2A7",1
"4096","Trans Colorado AL / Continental Express","Swearingen SA.227AC Metro",1
"4097","Trans Continental Air Transport","Ford 5-AT-B Tri Motor",1
"4098","Trans Continental Air Transport","Travel Air B6000",1
"4099","Trans Continental and Western Air","Consolidated Fleetster",1
"4100","Trans Continental and Western Air","Douglas DC-2-112",4
"4101","Trans Continental and Western Air","Douglas DC-3",3
"4102","Trans Continental and Western Air","Douglas DC-3-3",1
"4103","Trans Continental and Western Air","Fokker F10A Trimotor",1
"4104","Trans Continental and Western Air","Ford 5",1
"4105","Trans Continental and Western Air","Ford 5-AT-B Tri Motor",1
"4106","Trans Continental and Western Air","Lockheed 049 Consellation",1
"4107","Trans Continental and Western Air","Lockheed L-049-46-26 Constellation",1
"4108","Trans Continental and Western Air","Lockheed L-049 Constellation",2
"4109","Trans Continental and Western Air","Northrop Alpha",1
"4110","Trans Continental and Western Air","Northrop Delta",1
"4111","Trans Guyana Airways","Britten-Norman BN-2A-9 Islander",1
"4112","Trans Guyana Airways","Shorts SC-7 Skyvan 3M Variant 100",1
"4113","Trans International Airlines","McDonnell Douglas DC-8-63CF",1
"4114","Trans Isle Air","De Havilland DH-104 Dove",1
"4115","Trans Luxury Airlines","Douglas C-47-DL",1
"4116","Trans Mediterranean Airways","Boeing 707-327C",1
"4117","Trans Mediterranean Airways","Douglas C-54A",1
"4118","Trans Mediterranean Airways","Douglas DC-4",1
"4119","Trans Mediterranean Airways","Douglas DC-6A",1
"4120","Trans National Airlines","Douglas C-47B",1
"4121","Trans Service Airlift","Lockheed L-188C Electra",1
"4122","Trans Service Airlift","Nord 262A-44",1
"4123","Trans World Airlines","Boeing 707-331C",1
"4124","Trans World Airlines","Boeing B-707-131",1
"4125","Trans World Airlines","Boeing B-707-331",1
"4126","Trans World Airlines","Boeing B-707-331B",2
"4127","Trans World Airlines","Boeing B-727",1
"4128","Trans World Airlines","Boeing B-727-231",2
"4129","Trans World Airlines","Boeing B-747-131",1
"4130","Trans World Airlines","Convair CV-880-22-1",1
"4131","Trans World Airlines","Lockheed 049 Constellation",1
"4132","Trans World Airlines","Lockheed 1649A Starliner",1
"4133","Trans World Airlines","Lockheed 749A Constellation",1
"4134","Trans World Airlines","Lockheed L-1011",1
"4135","Trans World Airlines","Lockheed L-1049H Super Constellation",1
"4136","Trans World Airlines","Martin 404",2
"4137","Trans World Airlines / Castleton Inc.","Martin 202A / DC-3",1
"4138","Trans World Airlines / Eastern Air Lines","Boeing B-707-131B / L1049C Constellation",1
"4139","Trans World Airlines / Private","McDonnell Douglas DC-9-82 / Cessna 441",1
"4140","Trans World Airlines / Private","MD Douglas DC-9-15 / Beechcraft Baron-55",1
"4141","Transafrik","Lockheed L-100-30 Hercules",1
"4142","Transafrik","Lockheed Martin L-100-30 Hercules",1
"4143","Transafrik - United Nations Charter","Lockheed L-100-30 Hercules",1
"4144","Transair","Douglas DC-3",1
"4145","Transair Georgia Airlines","Tupolev 134A",1
"4146","Transair Georgia Airlines","Tupolev TU-134A",1
"4147","Transair Georgia Airlines","Tupolev TU-154B",1
"4148","Transamazonica","Douglas C-53D-DO",1
"4149","Transamerica Airlines","Lockheed L-100-30 Hercules",1
"4150","Transamerica Airlines","Lockheed L-188CF Electra",1
"4151","Transamerica Airlines","Stearman C-3MB",1
"4152","Transamerican Air Transport","Curtiss C-46",1
"4153","Transamerican Airlines","Stearman C-3MB",1
"4154","Transasia Airways","Aérospatiale/Aeritalia ATR-72-202",1
"4155","Transasia Airways","Aerospatiale ATR-72",1
"4156","Transaven","Let 410 UVP-E3",1
"4157","Transaviaexport Airlines","Ilushin Il-76TD",1
"4158","Transbrasil","Boeing B-707-349C",1
"4159","Transbrasil","Boeing B-727-27C",1
"4160","Transbrasil","Embraer 110C Bandeirante",1
"4161","Transcontinental","Curtiss C-46A",1
"4162","Transfair","Douglas C-47A",1
"4163","Transmandu","Antonov AN-2TP",1
"4164","Transmeridian Air Cargo","Canadair CL-44D4-2",1
"4165","Transniugini Airways","Britten-Norman BN-2A Islander",1
"4166","Transocean Air Lines","Curtiss C 46F-CU",1
"4167","Transocean Air Lines","Douglas DC-3 (C-54A-DO)",1
"4168","Transocean Air Lines","Douglas DC-4  (C-54-10-DO)",1
"4169","Transocean Air Lines","Douglas DC-6A",1
"4170","Transocean Air Lines","Martin 202",1
"4171","Transoriente Colombia","Douglas DC-3 (C-53D-DO)",1
"4172","Transpolar","IAI 1124 Westwind",1
"4173","Transport Aerien Intercontinentaux (France)","Douglas DC-6B",1
"4174","Transport Arien Transregional","Fairchild FH-227B",1
"4175","Transport Comp. Algerienne de T.A.","Douglas DC-3",1
"4176","Transporte Aereo Federal","Embraer 110P1 Bandeirante",1
"4177","Transported Areos Profesionales - TAPSA","Embraer 110P1 Bandeirante",1
"4178","Transportes Aéreos de Timor","de Havilland DH-114 Heron 2D",1
"4179","Transportes Aéreos Itenez","Fairchild C-82",1
"4180","Transportes Aéreos Mexicanos","Consolidated B-24J",1
"4181","Transportes Aéreos Mexicanos","Douglas C-47A",1
"4182","Transportes Aéreos Salvador","de Havilland DH-114 Heron 1B",1
"4183","Transportes Aereos del Caribe","Aerospatiale Caravelle 6R",1
"4184","Transportes Aereos Don Carlos - Charter","Beech 65-A80 Queenaire",1
"4185","Transportes Aereos Mexicanos","Fairchild C-82A",1
"4186","Transportes Aereos Nacionales","Douglas DC-3",1
"4187","Transportes Aereos Orientales","Junkers JU-52/3m",1
"4188","Transportes Aereos Pegaso","Bell 212",1
"4189","Transportes Aereos Peruanas","Curtiss C-46A",1
"4190","Transportes Areos Nacionales","Douglas DC-3",1
"4191","Transportno Aviatsionno Bulgaro-Soviet Obshchestvo","Ilyushin IL-18B",1
"4192","Transports Aériens de la Guinee-Bissau","Fokker F-27 Friendship 100",1
"4193","Transporturile Aeriene Romane (TAROM)","Airbus A310-324",1
"4194","Transporturile Aeriene Romano-Sovietice","Lisunov Li-2",1
"4195","Transworld Safaris","Cessna 208B Grand Caravan",1
"4196","Travel Air Flug","Cessna 501 Citation",1
"4197","TriCoastal Air","Swearingen SA.226TC Metro II",1
